#{"t_start": 1782286200.044142, "env_id": "None"}
r,l,t
4105.0,1000,5.744426
4288.0,1000,7.609113
2498.0,1000,9.647865
2532.0,1000,11.167326
2473.0,1000,13.406286
3880.0,1000,15.215842
2141.0,1000,16.810169
1957.0,1000,18.61337
3147.0,1000,20.156495
1511.0,1000,22.172641
