#{"t_start": 1782286396.0891953, "env_id": "None"}
r,l,t
722.0,1000,6.482543
656.0,1000,7.976689
663.0,1000,9.579252
589.0,1000,11.236776
681.0,1000,12.638377
593.0,1000,14.503089
660.0,1000,15.871927
790.0,1000,17.302314
665.0,1000,18.914393
714.0,1000,20.537959
