#{"t_start": 1782286068.6677763, "env_id": "None"}
r,l,t
3184.0,1000,9.02394
4484.0,1000,10.612729
4431.0,1000,11.86417
2542.0,1000,13.480943
3214.0,1000,15.447374
2529.0,1000,17.352946
4430.0,1000,19.046228
4175.0,1000,20.499501
3872.0,1000,21.997805
4497.0,1000,24.476287
